diverted water from mark west creek
at max of 200 AF month up to 90th percentile flow for historical
10,970 AF = 90th percentile flow for historical
06/11/2021, arich@scwa.ca.gov
####
2020	10	1	2	6	8526	0.0
2020	10	1	2	6	8683	0.0
2020	10	1	2	6	8682	0.0
2020	10	1	2	6	8525	0.0
2020	10	1	2	6	8837	0.0
2020	10	1	2	6	8840	0.0
2020	10	1	2	6	8839	0.0
2020	10	1	2	6	8838	0.0
2020	10	1	2	6	8681	0.0
2020	10	1	2	6	8680	0.0
2020	10	1	2	6	9296	0.0
2020	10	1	2	6	8989	0.0
2020	10	1	2	6	9146	0.0
2020	10	1	2	6	9147	0.0
2020	10	1	2	6	9303	0.0
2020	10	1	2	6	8995	0.0
2020	10	1	2	6	8996	0.0
2020	10	1	2	6	9000	0.0
2020	10	1	2	6	9131	0.0
2020	10	1	2	6	9288	0.0
2020	10	1	2	6	9142	0.0
2020	10	1	2	6	9299	0.0
2020	10	1	2	6	9298	0.0
2020	10	1	2	6	9141	0.0
2020	10	1	2	6	9143	0.0
2020	10	1	2	6	9297	0.0
2020	10	1	2	6	8991	0.0
2020	10	1	2	6	9305	0.0
2020	10	1	2	6	9149	0.0
2020	10	1	2	6	9148	0.0
2020	10	1	2	6	8990	0.0
2020	10	1	2	6	9616	0.0
2020	10	1	2	6	9773	0.0
2020	10	1	2	6	9302	0.0
2020	10	1	2	6	9458	0.0
2020	10	1	2	6	9459	0.0
2020	10	1	2	6	9615	0.0
2020	10	1	2	6	9617	0.0
2020	10	1	2	6	9304	0.0
2020	10	1	2	6	9460	0.0
2020	10	1	2	6	9461	0.0
2020	10	1	2	6	9462	0.0
2020	10	1	2	6	9618	0.0
2020	10	1	2	6	9619	0.0
2020	10	1	2	6	9776	0.0
2020	10	1	2	6	9620	0.0
2020	10	1	2	6	9306	0.0
2020	10	1	2	6	9313	0.0
2020	10	1	2	6	9627	0.0
2020	10	1	2	6	9470	0.0
2020	10	1	2	6	9312	0.0
2020	10	1	2	6	9469	0.0
2020	10	1	2	6	9155	0.0
2020	10	1	2	6	9311	0.0
2020	10	1	2	6	9444	0.0
2020	10	1	2	6	9285	0.0
2020	10	1	2	6	9286	0.0
2020	10	1	2	6	9287	0.0
2020	10	1	2	6	9442	0.0
2020	10	1	2	6	9443	0.0
2020	10	1	2	6	9445	0.0
2020	10	1	2	6	9450	0.0
2020	10	1	2	6	9765	0.0
2020	10	1	2	6	9764	0.0
2020	10	1	2	6	9608	0.0
2020	10	1	2	6	9607	0.0
2020	10	1	2	6	9451	0.0
2020	10	1	2	6	9921	0.0
2020	10	1	2	6	9452	0.0
2020	10	1	2	6	9465	0.0
2020	10	1	2	6	9314	0.0
2020	10	1	2	6	9626	0.0
2020	10	1	2	6	9471	0.0
2020	10	1	2	6	9472	0.0
2020	10	1	2	6	9473	0.0
2020	10	1	2	6	9315	0.0
2020	10	1	2	6	9760	0.0
2020	10	1	2	6	9603	0.0
2020	10	1	2	6	9604	0.0
2020	10	1	2	6	9605	0.0
